Variable Explanation:

senator- Name of Senator (first last)
party- 0= Republican, 1= Democrat, 2= Independent
sex- 1=Male, 0=Female
trade_date- Date of initial transaction
owner- Owner of the trade (Spouse, Child, or Self=Senator)
ticker- Stock Ticker
type- Purchase or Sale
trade_amount_max- Maximum amount the trade could have been
trade_amount_min- Minimum amount the trade could have been
buy_one_year_change- One year change in value of the stock purchased from the date of transaction
one_mo_vtsax_change- One month change in value of the VTSAX from the date of transaction
one_year_vtsax_change- One year change in value of the VTSAX from the date of transaction
buy_compare_one_year- Change in stock value minus change in VTSAX after one year from date of transaction
one_month_sell- One month change in value of the stock sold from the date of transaction
one_month_sell_compare- Change in stock value minus change in VTSAX after one month from date of transaction
weight- Weighted value of the average between the minimum and maximum amount the trade could have been

Data:

senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight
David Perdue,0,1,19jul2018,Joint,SBUX,Sale,50000,15000,,.011048159,.052691218,,.033112583,.022064424,4.0599999
David Perdue,0,1,19jul2018,Joint,NFLX,Purchase,50000,15000,-.10713011,.011048159,.052691218,-.159821328,,,4.0599999
John Boozman,0,1,19jul2018,,,,,,,.011048159,.052691218,,,,
Christopher Coons,1,1,18jul2018,Child,NFLX,Sale,15000,1000,,.000141263,.046051702,,-.129901634,-.130042897,1
Pat Roberts,0,1,18jul2018,Spouse,TGT,Sale,15000,1000,,.000141263,.046051702,,.049967469,.049826206,1
Pat Roberts,0,1,18jul2018,Spouse,BAC,Sale,15000,1000,,.000141263,.046051702,,.007633588,.007492325,1
David Perdue,0,1,17jul2018,Joint,GPK,Sale,15000,1000,,.010761824,.055225149,,-.033108108,-.043869932,1
David Perdue,0,1,17jul2018,Joint,LYV,Sale,15000,1000,,.010761824,.055225149,,-.044129082,-.054890906,1
David Perdue,0,1,17jul2018,Joint,BOIVF,Purchase,15000,1000,0,.010761824,.055225149,-.055225149,,,1
Patrick Toomey,0,1,16jul2018,Joint,--,Sale,50000,15000,,.008105802,.062997725,,,,4.0599999
David Perdue,0,1,16jul2018,Joint,FDC,Sale,15000,1000,,.008105802,.062997725,,.062151736,.054045934,1
David Perdue,0,1,16jul2018,Joint,GM,Purchase,15000,1000,-.005055612,.008105802,.062997725,-.068053336,,,1
David Perdue,0,1,13jul2018,Joint,LYV,Sale,15000,1000,,.010789324,.061470755,,-.04540163,-.056190954,1
David Perdue,0,1,13jul2018,Joint,LYV,Sale,15000,1000,,.010789324,.061470755,,-.04540163,-.056190954,1
David Perdue,0,1,13jul2018,Joint,RF,Purchase,15000,1000,-.115630447,.010789324,.061470755,-.177101203,,,1
David Perdue,0,1,12jul2018,Joint,FDC,Sale,15000,1000,,.017758204,.056826254,,.036302237,.018544033,1
David Perdue,0,1,12jul2018,Joint,FDC,Sale,15000,1000,,.017758204,.056826254,,.036302237,.018544033,1
James Inhofe,0,1,12jul2018,Self,--,Sale,100000,50000,,.017758204,.056826254,,,,9.3800001
James Inhofe,0,1,12jul2018,Self,CELG,Purchase,50000,15000,,.017758204,.056826254,,,,4.0599999
David Perdue,0,1,11jul2018,Joint,FDC,Sale,15000,1000,,.026930239,.063887695,,.037934668,.011004429,1
David Perdue,0,1,11jul2018,Joint,GM,Purchase,15000,1000,-.030534351,.026930239,.063887695,-.094422046,,,1
David Perdue,0,1,11jul2018,Joint,GM,Purchase,15000,1000,-.030534351,.026930239,.063887695,-.094422046,,,1
David Perdue,0,1,10jul2018,Joint,AVP,Purchase,15000,1000,,.020341394,.052204836,,,,1
David Perdue,0,1,10jul2018,Joint,DISCA,Sale,15000,1000,,.020341394,.052204836,,-.100352113,-.120693507,1
David Perdue,0,1,10jul2018,Joint,GM,Purchase,15000,1000,-.050137191,.020341394,.052204836,-.102342028,,,1
Sheldon Whitehouse,1,1,09jul2018,Joint,MCHP,Sale,50000,15000,,.019677741,.052759162,,.023773827,.004096086,4.0599999
Sheldon Whitehouse,1,1,09jul2018,Self,MCHP,Sale,50000,15000,,.019677741,.052759162,,.023773827,.004096086,4.0599999
Dianne Feinstein,1,0,09jul2018,,,,,,,.019677741,.052759162,,,,
David Perdue,0,1,06jul2018,Joint,GM,Purchase,15000,1000,-.016853933,.024453395,.067750288,-.08460422,,,1
Pat Roberts,0,1,05jul2018,Spouse,FB,Purchase,50000,15000,,.029744631,.07704585,,,,4.0599999
Pat Roberts,0,1,05jul2018,Spouse,NOC,Purchase,50000,15000,,.029744631,.07704585,,,,4.0599999
Pat Roberts,0,1,05jul2018,Spouse,TGT,Purchase,15000,1000,,.029744631,.07704585,,,,1
Pat Roberts,0,1,05jul2018,Spouse,BAC,Purchase,15000,1000,,.029744631,.07704585,,,,1
John Reed,1,1,05jul2018,Joint,DHR,Sale,15000,1000,,.029744631,.07704585,,.026198665,-.003545967,1
David Perdue,0,1,05jul2018,Joint,DISCA,Sale,15000,1000,,.029744631,.07704585,,-.039073806,-.068818438,1
David Perdue,0,1,05jul2018,Joint,GM,Purchase,15000,1000,,.029744631,.07704585,,,,1
David Perdue,0,1,05jul2018,Joint,GM,Purchase,50000,15000,,.029744631,.07704585,,,,4.0599999
Patrick Toomey,0,1,03jul2018,Self,GLD,Sale,50000,15000,,.033962817,.079197775,,-.022418879,-.056381696,4.0599999
David Perdue,0,1,02jul2018,Joint,MYL,Sale,50000,15000,,.024063001,.072918186,,.040540541,.016477539,4.0599999
David Perdue,0,1,02jul2018,Joint,MYL,Sale,50000,15000,,.024063001,.072918186,,.040540541,.016477539,4.0599999
Tina Smith,1,0,28jun2018,Spouse,--,Purchase,50000,15000,,.043198126,.062234588,,,,4.0599999
James Inhofe,0,1,28jun2018,Self,ST,Sale,100000,50000,,.043198126,.062234588,,.129350105,.086151979,9.3800001
James Inhofe,0,1,28jun2018,Self,LEA,Purchase,50000,15000,-.25505171,.043198126,.062234588,-.317286298,,,4.0599999
James Inhofe,0,1,28jun2018,Self,APTV,Purchase,50000,15000,-.118242141,.043198126,.062234588,-.180476729,,,4.0599999
David Perdue,0,1,28jun2018,Joint,BOIVF,Purchase,15000,1000,-.044808743,.043198126,.062234588,-.107043331,,,1
David Perdue,0,1,28jun2018,Joint,CZR,Purchase,15000,1000,.122208281,.043198126,.062234588,.059973693,,,1
John Hoeven,0,1,27jun2018,Self,,Purchase,100000,50000,,.051421836,.062619714,,,,9.3800001
David Perdue,0,1,27jun2018,Joint,BOIVF,Purchase,15000,1000,-.042248671,.051421836,.062619714,-.104868385,,,1
David Perdue,0,1,27jun2018,Joint,CZR,Purchase,15000,1000,.105793451,.051421836,.062619714,.043173737,,,1
David Perdue,0,1,27jun2018,Joint,SPY,Purchase,50000,15000,.078410989,.051421836,.062619714,.015791275,,,4.0599999
Gary Peters,1,1,27jun2018,Self,--,Purchase,15000,1000,,.051421836,.062619714,,,,1
Richard Burr,0,1,27jun2018,,,,,,,.051421836,.062619714,,,,
Richard Burr,0,1,27jun2018,,,,,,,.051421836,.062619714,,,,
David Perdue,0,1,26jun2018,Joint,SU,Purchase,50000,15000,-.21126408,.032389845,.053691275,-.264955355,,,4.0599999
David Perdue,0,1,26jun2018,Joint,CRMT,Sale,15000,1000,,.032389845,.053691275,,.006264683,-.026125162,1
David Perdue,0,1,26jun2018,Joint,BOIVF,Purchase,15000,1000,-.061833689,.032389845,.053691275,-.115524964,,,1
Patrick Toomey,0,1,25jun2018,Self,REVB,Sale,15000,1000,,.032913985,.066413107,,,,1
David Perdue,0,1,25jun2018,Joint,FEYE,Purchase,15000,1000,-.081012658,.032913985,.066413107,-.147425765,,,1
David Perdue,0,1,25jun2018,Joint,RF,Purchase,15000,1000,-.209264305,.032913985,.066413107,-.275677412,,,1
David Perdue,0,1,25jun2018,Joint,FEYE,Purchase,15000,1000,-.081012658,.032913985,.066413107,-.147425765,,,1
Pat Roberts,0,1,25jun2018,Spouse,AMZN,Purchase,50000,15000,.150768121,.032913985,.066413107,.084355014,,,4.0599999
Pat Roberts,0,1,25jun2018,Spouse,NFLX,Purchase,100000,50000,-.034956305,.032913985,.066413107,-.101369412,,,9.3800001
Christopher Coons,1,1,22jun2018,Child,--,Sale,500000,250000,,.016582552,.054506128,,,,31.25
Christopher Coons,1,1,22jun2018,Child,--,Sale,500000,250000,,.016582552,.054506128,,,,31.25
Christopher Coons,1,1,22jun2018,Child,--,Sale,500000,250000,,.016582552,.054506128,,,,31.25
David Perdue,0,1,22jun2018,Joint,FEYE,Purchase,15000,1000,-.107513745,.016582552,.054506128,-.162019873,,,1
David Perdue,0,1,22jun2018,Joint,RF,Purchase,15000,1000,-.210469509,.016582552,.054506128,-.264975637,,,1
Pat Roberts,0,1,22jun2018,Spouse,CVX,Purchase,15000,1000,-.001358913,.016582552,.054506128,-.055865041,,,1
Pat Roberts,0,1,22jun2018,Spouse,NFLX,Sale,100000,50000,,.016582552,.054506128,,-.12172517,-.138307722,9.3800001
Pat Roberts,0,1,22jun2018,Spouse,AMZN,Sale,50000,15000,,.016582552,.054506128,,.057138028,.040555475,4.0599999
David Perdue,0,1,21jun2018,Joint,FOX,Sale,15000,1000,,.019641826,.058492201,,,,1
David Perdue,0,1,21jun2018,Joint,FOXA,Sale,50000,15000,,.019641826,.058492201,,,,4.0599999
David Perdue,0,1,21jun2018,Joint,KMI,Sale,15000,1000,,.019641826,.058492201,,.048368298,.028726473,1
David Perdue,0,1,21jun2018,Joint,OKE,Sale,15000,1000,,.019641826,.058492201,,.024134923,.004493097,1
David Perdue,0,1,21jun2018,Joint,BRK-B,Purchase,50000,15000,,.019641826,.058492201,,,,4.0599999
David Perdue,0,1,21jun2018,Joint,UHAL,Purchase,15000,1000,.050914165,.019641826,.058492201,-.007578036,,,1
David Perdue,0,1,21jun2018,Joint,LNG,Purchase,15000,1000,.035681749,.019641826,.058492201,-.022810452,,,1
David Perdue,0,1,21jun2018,Joint,LNG,Purchase,15000,1000,.035681749,.019641826,.058492201,-.022810452,,,1
David Perdue,0,1,21jun2018,Joint,RF,Purchase,15000,1000,-.22832981,.019641826,.058492201,-.286822011,,,1
David Perdue,0,1,21jun2018,Joint,RF,Purchase,15000,1000,-.22832981,.019641826,.058492201,-.286822011,,,1
John Boozman,0,1,21jun2018,,,,,,,.019641826,.058492201,,,,
David Perdue,0,1,20jun2018,Joint,CZR,Purchase,15000,1000,.207936508,.010996858,.037417881,.170518627,,,1
David Perdue,0,1,20jun2018,Joint,FOXA,Sale,15000,1000,,.010996858,.037417881,,,,1
David Perdue,0,1,19jun2018,Joint,,Sale,15000,1000,,.011168385,.036798396,,,,1
David Perdue,0,1,19jun2018,Joint,FOXA,Sale,15000,1000,,.011168385,.036798396,,,,1
James Inhofe,0,1,19jun2018,Self,CRSP,Sale,50000,15000,,.011168385,.036798396,,-.000805672,-.011974057,4.0599999
Susan Collins,0,0,18jun2018,Spouse,PEP,Sale,15000,1000,,.003138374,.022681883,,.071930158,.068791784,1
Susan Collins,0,0,18jun2018,Spouse,NSRGY,Sale,15000,1000,,.003138374,.022681883,,.081911725,.078773351,1
Susan Collins,0,0,18jun2018,Spouse,STZ,Purchase,50000,15000,-.193877551,.003138374,.022681883,-.216559434,,,4.0599999
David Perdue,0,1,15jun2018,Joint,TWX,Purchase,15000,1000,,.003847798,.020094057,,,,1
David Perdue,0,1,14jun2018,Joint,FOXA,Sale,15000,1000,,.002420963,.025633723,,,,1
David Perdue,0,1,14jun2018,Joint,CRMT,Sale,15000,1000,,.002420963,.025633723,,.001572327,-.000848636,1
David Perdue,0,1,14jun2018,Joint,FOXA,Sale,15000,1000,,.002420963,.025633723,,,,1
Sheldon Whitehouse,1,1,13jun2018,Joint,KHC,Purchase,15000,1000,-.498668885,-.002856735,.023568062,-.522236947,,,1
Sheldon Whitehouse,1,1,13jun2018,Joint,BTO,Purchase,15000,1000,-.189628483,-.002856735,.023568062,-.213196545,,,1
Sheldon Whitehouse,1,1,13jun2018,Joint,--,Purchase,50000,15000,,-.002856735,.023568062,,,,4.0599999
Sheldon Whitehouse,1,1,13jun2018,Joint,,Purchase,15000,1000,,-.002856735,.023568062,,,,1
Sheldon Whitehouse,1,1,13jun2018,Self,ON,Purchase,15000,1000,-.216600791,-.002856735,.023568062,-.240168852,,,1
Susan Collins,0,0,13jun2018,Spouse,--,Purchase,50000,15000,,-.002856735,.023568062,,,,4.0599999
David Perdue,0,1,13jun2018,Joint,FOXA,Sale,15000,1000,,-.002856735,.023568062,,,,1
David Perdue,0,1,13jun2018,Joint,FDC,Sale,50000,15000,,-.002856735,.023568062,,-.051569059,-.048712324,4.0599999
David Perdue,0,1,13jun2018,Joint,--,Purchase,250000,100000,,-.002856735,.023568062,,,,21.879999
David Perdue,0,1,13jun2018,Joint,SBUX,Sale,50000,15000,,-.002856735,.023568062,,-.107987903,-.105131168,4.0599999
David Perdue,0,1,11jun2018,Joint,FOXA,Sale,15000,1000,,0,.024383288,,,,1
David Perdue,0,1,11jun2018,Joint,CRMT,Sale,15000,1000,,0,.024383288,,-.006163328,-.006163328,1
Dianne Feinstein,1,0,11jun2018,,,,,,,0,.024383288,,,,
David Perdue,0,1,08jun2018,Joint,FDC,Sale,15000,1000,,-.007566024,.020556745,,.005954913,.013520937,1
Shelley Capito,0,0,07jun2018,Spouse,BA,Sale,15000,1000,,-.012890289,.013749642,,-.095921635,-.083031345,1
John Hoeven,0,1,07jun2018,Self,MET,Purchase,100000,50000,.027394351,-.012890289,.013749642,.013644709,,,9.3800001
John Hoeven,0,1,07jun2018,Self,CVS,Purchase,100000,50000,-.167794525,-.012890289,.013749642,-.181544167,,,9.3800001
Patrick Toomey,0,1,06jun2018,Joint,--,Purchase,50000,15000,,-.013878953,.007297181,,,,4.0599999
Patrick Toomey,0,1,06jun2018,Self,REVB,Sale,50000,15000,,-.013878953,.007297181,,,,4.0599999
Sheldon Whitehouse,1,1,06jun2018,Spouse,WMT,Purchase,15000,1000,.234862819,-.013878953,.007297181,.227565638,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,PYPL,Purchase,15000,1000,.299964793,-.013878953,.007297181,.292667612,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,LRCX,Purchase,15000,1000,-.086618907,-.013878953,.007297181,-.093916088,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,GS,Purchase,15000,1000,-.188563062,-.013878953,.007297181,-.195860244,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,DAL,Purchase,15000,1000,.01421451,-.013878953,.007297181,.006917329,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,,Purchase,15000,1000,,-.013878953,.007297181,,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,BA,Purchase,15000,1000,-.061389816,-.013878953,.007297181,-.068686997,,,1
Sheldon Whitehouse,1,1,06jun2018,Spouse,BABA,Purchase,15000,1000,-.271963514,-.013878953,.007297181,-.279260695,,,1
David Perdue,0,1,06jun2018,Joint,USG,Sale,15000,1000,,-.013878953,.007297181,,,,1
Gary Peters,1,1,05jun2018,Self,--,Purchase,15000,1000,,-.014285714,.008225108,,,,1
Gary Peters,1,1,05jun2018,Self,--,Purchase,15000,1000,,-.014285714,.008225108,,,,1
Susan Collins,0,0,04jun2018,Spouse,NSRGY,Sale,15000,1000,,-.009104046,-.012138728,,.024188248,.033292294,1
Susan Collins,0,0,04jun2018,Spouse,UNH,Purchase,15000,1000,-.032988595,-.009104046,-.012138728,-.020849867,,,1
Susan Collins,0,0,04jun2018,Spouse,SLB,Sale,15000,1000,,-.009104046,-.012138728,,-.055885334,-.046781287,1
Susan Collins,0,0,04jun2018,Spouse,PFE,Sale,15000,1000,,-.009104046,-.012138728,,-.00329351,.005810536,1
Susan Collins,0,0,04jun2018,Spouse,CMCSA,Sale,15000,1000,,-.009104046,-.012138728,,.060083094,.06918714,1
Susan Collins,0,0,04jun2018,Spouse,UNH,Purchase,15000,1000,-.032988595,-.009104046,-.012138728,-.020849867,,,1
Susan Collins,0,0,04jun2018,Spouse,TMO,Purchase,15000,1000,.2386422,-.009104046,-.012138728,.250780928,,,1
Susan Collins,0,0,04jun2018,Spouse,MRK,Purchase,15000,1000,.294098678,-.009104046,-.012138728,.306237406,,,1
David Perdue,0,1,04jun2018,Joint,USG,Sale,15000,1000,,-.009104046,-.012138728,,,,1
David Perdue,0,1,04jun2018,Joint,DISCA,Purchase,15000,1000,.295400664,-.009104046,-.012138728,.307539392,,,1
David Perdue,0,1,04jun2018,Joint,DISCA,Purchase,15000,1000,.295400664,-.009104046,-.012138728,.307539392,,,1
James Inhofe,0,1,04jun2018,Self,BMY,Sale,100000,50000,,-.009104046,-.012138728,,.072691934,.08179598,9.3800001
David Perdue,0,1,01jun2018,Joint,CRMT,Sale,15000,1000,,-.007839721,-.005226481,,-.015898251,-.00805853,1
John Hoeven,0,1,01jun2018,Self,AMZN,Purchase,100000,50000,.081344347,-.007839721,-.005226481,.086570828,,,9.3800001
A. MitchellMcconnell,0,1,01jun2018,Spouse,WFC,Purchase,15000,1000,-.188699945,-.007839721,-.005226481,-.183473464,,,1
Tina Smith,1,0,01jun2018,Spouse,TCMD,Sale,250000,100000,,-.007839721,-.005226481,,.030927835,.038767556,21.879999
Tina Smith,1,0,01jun2018,Spouse,TCMD,Sale,250000,100000,,-.007839721,-.005226481,,.030927835,.038767556,21.879999
Tina Smith,1,0,01jun2018,Spouse,PODD,Sale,250000,100000,,-.007839721,-.005226481,,-.09618224,-.088342519,21.879999
Susan Collins,0,0,31may2018,Spouse,--,Purchase,50000,15000,,.001760305,.018043127,,,,4.0599999
David Perdue,0,1,31may2018,Joint,DISCA,Purchase,15000,1000,.286391655,.001760305,.018043127,.268348527,,,1
James Inhofe,0,1,29may2018,Self,CLR,Sale,50000,15000,,.011660517,.029815498,,-.002905199,-.014565715,4.0599999
David Perdue,0,1,29may2018,Joint,BAC,Sale,15000,1000,,.011660517,.029815498,,-.014502762,-.026163279,1
David Perdue,0,1,29may2018,Joint,UHAL,Purchase,15000,1000,.105848456,.011660517,.029815498,.076032958,,,1
David Perdue,0,1,25may2018,Joint,CRMT,Sale,15000,1000,,.013296318,.027907656,,.007733952,-.005562366,1
Sheldon Whitehouse,1,1,24may2018,Joint,,Purchase,15000,1000,,.009623797,.023476232,,,,1
Sheldon Whitehouse,1,1,24may2018,Joint,ETN,Purchase,15000,1000,-.02382461,.009623797,.023476232,-.047300842,,,1
Sheldon Whitehouse,1,1,24may2018,Joint,BUD,Purchase,15000,1000,-.140469974,.009623797,.023476232,-.163946206,,,1
Sheldon Whitehouse,1,1,24may2018,Joint,ADI,Purchase,15000,1000,.038825758,.009623797,.023476232,.015349525,,,1
Sheldon Whitehouse,1,1,24may2018,Joint,IBM,Purchase,15000,1000,-.081071701,.009623797,.023476232,-.104547933,,,1
Thomas Carper,1,1,24may2018,Spouse,--,Sale,15000,1000,,.009623797,.023476232,,,,1
Thomas Carper,1,1,24may2018,Spouse,--,Purchase,15000,1000,,.009623797,.023476232,,,,1
David Perdue,0,1,24may2018,Joint,DIS,Purchase,15000,1000,.299872686,.009623797,.023476232,.276396454,,,1
Richard Blumenthal,1,1,24may2018,,,,,,,.009623797,.023476232,,,,
Gary Peters,1,1,23may2018,Self,--,Purchase,15000,1000,,.019362353,.035085165,,,,1
Gary Peters,1,1,23may2018,Self,--,Purchase,15000,1000,,.019362353,.035085165,,,,1
John Hoeven,0,1,23may2018,Self,,Sale,100000,50000,,.019362353,.035085165,,,,9.3800001
John Hoeven,0,1,23may2018,Self,GIS,Sale,100000,50000,,.019362353,.035085165,,.06100733,.041644978,9.3800001
David Perdue,0,1,23may2018,Joint,CRMT,Sale,15000,1000,,.019362353,.035085165,,.053125,.033762647,1
David Perdue,0,1,23may2018,Joint,WPX,Sale,15000,1000,,.019362353,.035085165,,,,1
Daniel Sullivan,0,1,22may2018,Joint,RPM,Sale,15000,1000,,.019859813,.041764019,,-.018068778,-.037928591,1
David Perdue,0,1,22may2018,Joint,CRMT,Sale,15000,1000,,.019859813,.041764019,,.081404629,.061544816,1
David Perdue,0,1,22may2018,Joint,CRMT,Sale,15000,1000,,.019859813,.041764019,,.081404629,.061544816,1
David Perdue,0,1,22may2018,Joint,WPX,Sale,15000,1000,,.019859813,.041764019,,,,1
David Perdue,0,1,22may2018,Joint,PEP,Purchase,15000,1000,.291403983,.019859813,.041764019,.249639964,,,1
Dianne Feinstein,1,0,22may2018,,,,,,,.019859813,.041764019,,,,
Dianne Feinstein,1,0,22may2018,,,,,,,.019859813,.041764019,,,,
Dianne Feinstein,1,0,22may2018,,,,,,,.019859813,.041764019,,,,
Dianne Feinstein,1,0,22may2018,,,,,,,.019859813,.041764019,,,,
Gary Peters,1,1,21may2018,Self,SHW,Sale,15000,1000,,.019784696,.028367763,,.019319839,-.000464857,1
David Perdue,0,1,21may2018,Joint,CRMT,Sale,15000,1000,,.019784696,.028367763,,.220292505,.200507809,1
Dianne Feinstein,1,0,21may2018,,,,,,,.019784696,.028367763,,,,
Shelley Capito,0,0,18may2018,Spouse,BNPQY,Sale,15000,1000,,.028282532,.043083236,,-.130548663,-.158831195,1
Shelley Capito,0,0,18may2018,Spouse,--,Sale,15000,1000,,.028282532,.043083236,,,,1
Thomas Carper,1,1,18may2018,Spouse,--,Sale,15000,1000,,.028282532,.043083236,,,,1
Shelley Capito,0,0,17may2018,Spouse,RCL,Sale,15000,1000,,.026908453,.047967242,,.057289241,.030380788,1
Shelley Capito,0,0,17may2018,Self,DWDP,Purchase,15000,1000,,.026908453,.047967242,,,,1
Thomas Carper,1,1,17may2018,Spouse,--,Purchase,15000,1000,,.026908453,.047967242,,,,1
David Perdue,0,1,17may2018,Joint,WPX,Sale,15000,1000,,.026908453,.047967242,,,,1
David Perdue,0,1,17may2018,Joint,DISCA,Purchase,15000,1000,.211120765,.026908453,.047967242,.163153523,,,1
Richard Burr,0,1,17may2018,,,,,,,.026908453,.047967242,,,,
Pat Roberts,0,1,16may2018,Spouse,--,Purchase,15000,1000,,.023987129,.03875969,,,,1
Patrick Toomey,0,1,16may2018,Self,--,Sale,15000,1000,,.023987129,.03875969,,,,1
David Perdue,0,1,16may2018,Joint,PEP,Purchase,15000,1000,.330898241,.023987129,.03875969,.292138551,,,1
David Perdue,0,1,15may2018,Joint,HBI,Purchase,15000,1000,-.045744065,.033068783,.037771899,-.083515964,,,1
Pat Roberts,0,1,15may2018,Spouse,BAC,Purchase,15000,1000,-.083279949,.033068783,.037771899,-.121051848,,,1
Thomas Carper,1,1,11may2018,Spouse,--,Sale,15000,1000,,.023673827,.048955137,,,,1
Thomas Carper,1,1,11may2018,Spouse,--,Purchase,15000,1000,,.023673827,.048955137,,,,1
Thomas Carper,1,1,11may2018,Spouse,--,Sale,15000,1000,,.023673827,.048955137,,,,1
Thomas Carper,1,1,11may2018,Spouse,--,Purchase,15000,1000,,.023673827,.048955137,,,,1
David Perdue,0,1,10may2018,Joint,WPX,Sale,15000,1000,,.022404452,.047151852,,,,1
David Perdue,0,1,10may2018,Joint,GLW,Purchase,15000,1000,.119517544,.022404452,.047151852,.072365691,,,1
Richard Burr,0,1,10may2018,,,,,,,.022404452,.047151852,,,,
Susan Collins,0,0,08may2018,Spouse,JPM,Purchase,50000,15000,.020001802,.033094812,.070661896,-.050660094,,,4.0599999
Susan Collins,0,0,08may2018,Spouse,USB,Sale,15000,1000,,.033094812,.070661896,,.01768329,-.015411522,1
David Perdue,0,1,08may2018,Joint,FOXA,Sale,15000,1000,,.033094812,.070661896,,,,1
David Perdue,0,1,08may2018,Joint,HBI,Purchase,15000,1000,.059701493,.033094812,.070661896,-.010960404,,,1
David Perdue,0,1,08may2018,Joint,DISCA,Purchase,15000,1000,.244685466,.033094812,.070661896,.17402357,,,1
Sheldon Whitehouse,1,1,07may2018,Joint,,Purchase,15000,1000,,.032065623,.089485459,,,,1
Sheldon Whitehouse,1,1,07may2018,Joint,AMZN,Purchase,50000,15000,.218987089,.032065623,.089485459,.12950163,,,4.0599999
Sheldon Whitehouse,1,1,07may2018,Joint,CB,Purchase,15000,1000,.091326954,.032065623,.089485459,.001841495,,,1
Sheldon Whitehouse,1,1,07may2018,Joint,HD,Purchase,15000,1000,.087546306,.032065623,.089485459,-.001939152,,,1
Sheldon Whitehouse,1,1,07may2018,Joint,MCD,Purchase,15000,1000,.205454545,.032065623,.089485459,.115969087,,,1
Sheldon Whitehouse,1,1,07may2018,Self,TSLA,Purchase,15000,1000,-.156653565,.032065623,.089485459,-.246139024,,,1
Sheldon Whitehouse,1,1,07may2018,Self,MGA,Sale,50000,15000,,.032065623,.089485459,,.071698734,.039633111,4.0599999
David Perdue,0,1,07may2018,Joint,WPX,Sale,15000,1000,,.032065623,.089485459,,,,1
Susan Collins,0,0,04may2018,Spouse,HOLX,Sale,50000,15000,,.031755542,.098412223,,.00448194,-.027273602,4.0599999
David Perdue,0,1,04may2018,Joint,FOXA,Sale,15000,1000,,.031755542,.098412223,,,,1
David Perdue,0,1,04may2018,Joint,TWX,Purchase,15000,1000,,.031755542,.098412223,,,,1
David Perdue,0,1,04may2018,Joint,DISCA,Purchase,15000,1000,.266839378,.031755542,.098412223,.168427155,,,1
David Perdue,0,1,04may2018,Joint,HBI,Purchase,15000,1000,.060083284,.031755542,.098412223,-.038328939,,,1
James Inhofe,0,1,03may2018,Self,,Sale,50000,15000,,.034132282,.100576456,,,,4.0599999
James Inhofe,0,1,03may2018,Self,UNH,Sale,100000,50000,,.034132282,.100576456,,.031432842,-.002699439,9.3800001
James Inhofe,0,1,03may2018,Self,CRM,Sale,15000,1000,,.034132282,.100576456,,.03954666,.005414379,1
James Inhofe,0,1,03may2018,Self,PEP,Sale,50000,15000,,.034132282,.100576456,,.027151639,-.006980642,4.0599999
James Inhofe,0,1,03may2018,Self,MSFT,Sale,50000,15000,,.034132282,.100576456,,.05070692,.016574639,4.0599999
James Inhofe,0,1,03may2018,Self,LH,Sale,50000,15000,,.034132282,.100576456,,.064548456,.030416174,4.0599999
James Inhofe,0,1,03may2018,Self,XOM,Sale,100000,50000,,.034132282,.100576456,,.061405801,.027273519,9.3800001
James Inhofe,0,1,03may2018,Self,DFS,Sale,50000,15000,,.034132282,.100576456,,.061206897,.027074615,4.0599999
James Inhofe,0,1,03may2018,Self,DAL,Sale,15000,1000,,.034132282,.100576456,,.043637768,.009505486,1
James Inhofe,0,1,03may2018,Self,CLR,Sale,50000,15000,,.034132282,.100576456,,.052516411,.01838413,4.0599999
James Inhofe,0,1,03may2018,Self,COHR,Sale,100000,50000,,.034132282,.100576456,,-.001554002,-.035686283,9.3800001
James Inhofe,0,1,03may2018,Self,,Sale,15000,1000,,.034132282,.100576456,,,,1
James Inhofe,0,1,03may2018,Self,KMX,Sale,15000,1000,,.034132282,.100576456,,.088439672,.05430739,1
James Inhofe,0,1,03may2018,Self,BAM,Sale,50000,15000,,.034132282,.100576456,,.009371615,-.024760666,4.0599999
James Inhofe,0,1,03may2018,Self,BLK,Sale,50000,15000,,.034132282,.100576456,,.044090918,.009958636,4.0599999
James Inhofe,0,1,03may2018,Self,GOOGL,Sale,50000,15000,,.034132282,.100576456,,.071811361,.03767908,4.0599999
Patrick Toomey,0,1,02may2018,Self,BOX,Sale,15000,1000,,.038898138,.099742697,,.175624207,.136726068,1
Patrick Toomey,0,1,02may2018,Self,BOX,Purchase,15000,1000,-.144308083,.038898138,.099742697,-.24405078,,,1
David Perdue,0,1,02may2018,Joint,FEYE,Sale,15000,1000,,.038898138,.099742697,,-.102425876,-.141324014,1
Thomas Carper,1,1,01may2018,Spouse,--,Sale,15000,1000,,.01910349,.101534296,,,,1
Thomas Carper,1,1,01may2018,Spouse,--,Sale,15000,1000,,.01910349,.101534296,,,,1
